id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
396,1256,"2014-11-17 00:06:03.682327","2014-11-17 00:06:03.682327",2006-06-01,"Hewlett-Packard Company","ProLiant DL380 G5",1333,f,2723,2739,3800,2776,1797,2093,2844,7180,10538,3204,2710,2031,2040,2069,1200,1613,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-06001.html
397,1250,"2014-11-17 00:06:03.701760","2014-11-17 00:06:03.701760",2006-06-01,"Hewlett-Packard Company","ProLiant DL380 G5",1066,f,2063,2150,3676,2713,1841,1881,1907,3640,6214,2158,1763,1413,1777,1768,733,1372,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06368.html
398,1250,"2014-11-17 00:06:03.722265","2014-11-17 00:06:03.722265",2006-06-01,"Hewlett-Packard Company","ProLiant DL380 G5",1066,f,1959,1966,3606,2646,1599,1801,1613,3787,4608,2933,1666,1183,1760,1615,737,1307,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06369.html
399,761,"2014-11-17 00:06:03.742487","2014-11-17 00:06:03.742487",2005-02-01,"Hewlett-Packard Company","ProLiant DL385  TM  252",0,f,1808,1951,1920,2486,1710,1728,1999,2989,2346,1617,2143,1511,2004,1558,737,1669,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050124-03750.html
400,762,"2014-11-17 00:06:03.762778","2014-11-17 00:06:03.762778",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  254",0,f,2051,2267,2828,2647,1878,2194,2178,3396,2692,1730,2677,1594,2166,1661,811,1766,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04610.html
401,762,"2014-11-17 00:06:03.780288","2014-11-17 00:06:03.780288",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  254",0,f,1805,1983,2811,2250,1686,1491,1090,3012,4430,1674,2009,1243,1834,1625,849,1591,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04616.html
402,765,"2014-11-17 00:06:03.798180","2014-11-17 00:06:03.798180",2005-07-01,"Hewlett-Packard Company","ProLiant DL385  TM  275",0,f,1719,1878,2341,2350,1564,1829,1741,2832,2302,1502,2256,1292,1926,1417,640,1439,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04369.html
403,765,"2014-11-17 00:06:03.816516","2014-11-17 00:06:03.816516",2005-07-01,"Hewlett-Packard Company","ProLiant DL385  TM  275",0,f,1486,1542,2278,2008,1383,1291,1611,2495,1612,1439,1658,1101,1590,1337,669,1292,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04427.html
404,766,"2014-11-17 00:06:03.834417","2014-11-17 00:06:03.834417",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  280",0,f,1862,2060,2527,2555,1698,1985,1883,3082,2530,1626,2438,1402,2080,1493,697,1565,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04594.html
405,766,"2014-11-17 00:06:03.854685","2014-11-17 00:06:03.854685",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  280",0,f,1637,1791,2514,2235,1509,1398,942,2717,4072,1559,1804,1109,1727,1457,730,1405,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04602.html
406,767,"2014-11-17 00:06:03.946002","2014-11-17 00:06:03.946002",2006-03-01,"Hewlett-Packard Company","ProLiant DL385  TM  285",0,f,1938,2124,2693,2441,1717,2013,2111,3192,2521,1598,2544,1511,1928,1620,871,1636,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05722.html
407,767,"2014-11-17 00:06:03.967125","2014-11-17 00:06:03.967125",2006-03-01,"Hewlett-Packard Company","ProLiant DL385  TM  285",0,f,1683,1831,2607,2126,1569,1392,1023,2796,4152,1558,1872,1158,1709,1512,788,1477,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05726.html
408,788,"2014-11-17 00:06:03.985947","2014-11-17 00:06:03.985947",2006-09-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2218",0,f,2059,2278,2742,2942,1824,2209,1920,3406,2805,1740,2710,1565,2190,1770,862,1670,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07163.html
409,788,"2014-11-17 00:06:04.007544","2014-11-17 00:06:04.007544",2006-09-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2218",0,f,1766,1945,2734,2504,1628,1485,1015,2921,4439,1654,1984,1162,1843,1584,787,1505,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07164.html
410,801,"2014-11-17 00:06:04.030198","2014-11-17 00:06:04.030198",2007-01-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2220SE",0,f,2152,2370,2892,2958,1931,2296,2177,3508,2845,1799,2779,1612,2220,1851,930,1798,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08032.html
411,801,"2014-11-17 00:06:04.052399","2014-11-17 00:06:04.052399",2007-01-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2220SE",0,f,1836,2023,2864,2501,1708,1508,1088,3046,4540,1700,2086,1214,1857,1655,845,1589,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08033.html
412,1258,"2014-11-17 00:06:04.072737","2014-11-17 00:06:04.072737",2006-05-01,"Hewlett-Packard Company","ProLiant DL580 G4",800,f,1516,1522,2745,2015,1262,1399,1274,2955,3373,2243,1255,904,1364,1252,587,1068,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05982.html
413,1258,"2014-11-17 00:06:04.090654","2014-11-17 00:06:04.090654",2006-05-01,"Hewlett-Packard Company","ProLiant DL580 G4",800,f,1524,1588,2610,1971,1327,1343,1484,2332,4613,1509,1270,1080,1303,1371,585,1151,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06149.html
414,1262,"2014-11-17 00:06:04.112065","2014-11-17 00:06:04.112065",2006-08-01,"Hewlett-Packard Company","ProLiant DL580 G4",800,f,2002,2109,3111,2348,1681,1746,1732,3605,6676,2002,2570,1430,1672,1579,671,1427,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07049.html
415,1262,"2014-11-17 00:06:04.132892","2014-11-17 00:06:04.132892",2006-08-01,"Hewlett-Packard Company","ProLiant DL580 G4",800,f,1947,1951,3121,2295,1451,1669,1457,3614,5951,2859,2361,1430,1625,1438,675,1356,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07052.html
416,1199,"2014-11-17 00:06:04.154520","2014-11-17 00:06:04.154520",2006-02-01,"Hewlett-Packard Company","ProLiant ML110 G3",800,f,1717,1742,2473,2456,1363,1454,1313,3222,4133,2255,1826,1136,2015,1385,600,1175,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05519.html
417,1249,"2014-11-17 00:06:04.173313","2014-11-17 00:06:04.173313",2006-05-01,"Hewlett-Packard Company","ProLiant ML150 G3",667,f,1499,1548,2565,1752,1378,1350,1513,2546,4306,1461,1339,1040,1267,1281,582,1083,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07167.html
418,1250,"2014-11-17 00:06:04.193245","2014-11-17 00:06:04.193245",2006-05-01,"Hewlett-Packard Company","ProLiant ML150 G3",1066,f,2024,2113,3598,2635,1808,1819,1886,3697,6101,2087,1701,1399,1719,1723,729,1360,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06785.html
419,1250,"2014-11-17 00:06:04.216266","2014-11-17 00:06:04.216266",2006-05-01,"Hewlett-Packard Company","ProLiant ML150 G3",1066,f,1924,1931,3535,2591,1580,1753,1603,3721,4514,2868,1617,1158,1717,1582,734,1301,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06786.html
420,1199,"2014-11-17 00:06:04.234644","2014-11-17 00:06:04.234644",2006-02-01,"Hewlett-Packard Company","ProLiant ML310 G3",800,f,1730,1754,2485,2566,1379,1457,1313,3232,4142,2283,1828,1136,2038,1390,600,1188,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05513.html
421,1244,"2014-11-17 00:06:04.257013","2014-11-17 00:06:04.257013",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",1066,f,2566,2814,4037,2806,1663,2028,2554,5602,9441,2550,2854,1780,2510,1956,917,1785,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07572.html
422,1244,"2014-11-17 00:06:04.275228","2014-11-17 00:06:04.275228",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",1066,f,2535,2541,3957,2801,1571,2014,2358,5787,8430,3378,2542,1721,2542,1876,960,1661,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07573.html
423,1246,"2014-11-17 00:06:04.294644","2014-11-17 00:06:04.294644",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",1066,f,2755,3031,4255,2811,1799,2082,2828,6236,10635,2601,3141,1952,2655,2081,1019,1926,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07414.html
424,1246,"2014-11-17 00:06:04.313777","2014-11-17 00:06:04.313777",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",1066,f,2733,2742,4168,2821,1714,2106,2604,6418,9364,3549,2804,1889,2696,2007,1068,1792,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07415.html
425,1251,"2014-11-17 00:06:04.335943","2014-11-17 00:06:04.335943",2006-05-01,"Hewlett-Packard Company","ProLiant ML350 G5",1066,f,1762,1918,2932,2275,1154,1540,1687,3789,6392,1823,1840,1201,1544,1379,611,1098,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06794.html
426,1268,"2014-11-17 00:06:04.357420","2014-11-17 00:06:04.357420",2006-11-01,"Hewlett-Packard Company","ProLiant ML350 G5",1066,f,1901,2075,2779,2180,1303,1430,1969,4454,7483,1742,2065,1415,1627,1529,714,1198,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070223-08665.html
427,1337,"2014-11-17 00:06:04.377391","2014-11-17 00:06:04.377391",2007-01-01,"Hewlett-Packard Company","ProLiant ML350 G5",1333,f,2515,2749,3530,2665,1765,1810,2776,6082,10732,2147,2777,1984,1997,2012,1021,1537,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08444.html
428,1256,"2014-11-17 00:06:04.397706","2014-11-17 00:06:04.397706",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",1333,f,2805,3044,4274,2823,1951,2232,3091,7086,11710,2369,3050,2141,2097,2173,1147,1708,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06354.html
429,1256,"2014-11-17 00:06:04.417793","2014-11-17 00:06:04.417793",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",1333,f,2747,2760,3991,2771,1798,2175,2829,7163,10545,3294,2720,2033,2059,2069,1201,1615,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06349.html
430,1250,"2014-11-17 00:06:04.440173","2014-11-17 00:06:04.440173",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",1066,f,1884,1891,3408,2567,1571,1723,1604,3685,4354,2765,1535,1111,1620,1551,734,1344,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06171.html
431,1250,"2014-11-17 00:06:04.460401","2014-11-17 00:06:04.460401",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",1066,f,2015,2107,3590,2657,1815,1800,1877,3430,6028,2106,1708,1408,1719,1726,733,1361,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06387.html
432,1251,"2014-11-17 00:06:04.480814","2014-11-17 00:06:04.480814",2006-06-01,"Hewlett-Packard Company","ProLiant ML370 G5",1066,f,1747,1904,2832,2271,1158,1499,1687,3811,6340,1732,1828,1208,1544,1371,611,1094,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06944.html
433,1268,"2014-11-17 00:06:04.500303","2014-11-17 00:06:04.500303",2006-11-01,"Hewlett-Packard Company","ProLiant ML370 G5",1066,f,1899,2074,2764,2188,1304,1431,1969,4422,7507,1741,2048,1412,1639,1530,714,1196,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08634.html
434,1337,"2014-11-17 00:06:04.519815","2014-11-17 00:06:04.519815",2006-11-01,"Hewlett-Packard Company","ProLiant ML370 G5",1333,f,2531,2764,3548,2712,1770,1833,2774,6294,10572,2172,2770,1982,2035,2031,1021,1524,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08604.html
435,1256,"2014-11-17 00:06:04.537974","2014-11-17 00:06:04.537974",2006-05-01,"Hewlett-Packard Company","ProLiant ML370 G5",1333,f,2803,3048,4160,2865,1965,2185,3095,7100,11823,2292,3042,2169,2145,2172,1147,1720,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06162.html
436,1256,"2014-11-17 00:06:04.634930","2014-11-17 00:06:04.634930",2006-06-01,"Hewlett-Packard Company","ProLiant ML370 G5",1333,f,2737,2760,3834,2808,1817,2122,2747,7211,10545,3226,2715,2037,2108,2077,1201,1625,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060525-06040.html
437,1258,"2014-11-17 00:06:04.659280","2014-11-17 00:06:04.659280",2006-05-01,"Hewlett-Packard Company","ProLiant ML570 G4",800,f,1527,1534,2757,2028,1271,1407,1278,2975,3387,2255,1257,906,1371,1257,588,1120,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05997.html
438,1258,"2014-11-17 00:06:04.679877","2014-11-17 00:06:04.679877",2006-05-01,"Hewlett-Packard Company","ProLiant ML570 G4",800,f,1544,1606,2622,1976,1334,1345,1489,2676,4689,1511,1275,1081,1307,1375,586,1154,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06151.html
439,1262,"2014-11-17 00:06:04.701902","2014-11-17 00:06:04.701902",2006-08-01,"Hewlett-Packard Company","ProLiant ML570 G4",800,f,2004,2118,3138,2366,1689,1745,1728,3608,6630,2032,2504,1433,1679,1584,672,1427,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07069.html
440,1262,"2014-11-17 00:06:04.722325","2014-11-17 00:06:04.722325",2006-08-01,"Hewlett-Packard Company","ProLiant ML570 G4",800,f,1957,1962,3158,2320,1460,1683,1465,3617,5973,2892,2351,1433,1633,1446,677,1360,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07061.html
441,876,"2014-11-17 00:06:04.743233","2014-11-17 00:06:04.743233",2002-08-01,"Hewlett-Packard Company","hp AlphaServer DS25 68/1000",0,f,812,985,679,1518,532,980,799,1695,1794,347,1075,594,942,700,410,688,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020801-01518.html
442,878,"2014-11-17 00:06:04.788926","2014-11-17 00:06:04.788926",2002-08-01,"Hewlett-Packard Company","hp AlphaServer ES45 68/1250",0,f,1019,1365,789,1633,610,1132,990,2380,2270,380,1454,868,1138,830,522,1152,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021121-01874.html
443,877,"2014-11-17 00:06:04.808004","2014-11-17 00:06:04.808004",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS160 68/1224",0,f,747,1014,550,937,370,660,977,2280,2502,197,1397,785,612,464,496,791,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01777.html
444,877,"2014-11-17 00:06:04.829911","2014-11-17 00:06:04.829911",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS320 68/1224",0,f,747,1014,550,937,370,660,977,2280,2502,197,1397,785,612,464,496,791,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01778.html
445,877,"2014-11-17 00:06:04.849322","2014-11-17 00:06:04.849322",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS80 68/1224",0,f,747,1014,550,937,370,660,977,2280,2502,197,1397,785,612,464,496,791,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01776.html
446,955,"2014-11-17 00:06:04.868263","2014-11-17 00:06:04.868263",2001-11-01,"Hewlett-Packard Company","hp server rp5470",0,f,462,522,332,788,468,590,569,1367,496,237,332,475,298,271,406,589,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01068.html
447,954,"2014-11-17 00:06:04.887156","2014-11-17 00:06:04.887156",2001-11-01,"Hewlett-Packard Company","hp server rp5470",0,f,432,488,302,787,453,577,498,1263,479,231,302,432,287,253,355,534,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01081.html
448,955,"2014-11-17 00:06:04.906511","2014-11-17 00:06:04.906511",2001-09-01,"Hewlett-Packard Company","hp server rp7400",0,f,464,524,333,790,469,591,570,1374,500,239,334,472,300,273,407,591,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00893.html
449,954,"2014-11-17 00:06:04.925073","2014-11-17 00:06:04.925073",2001-09-01,"Hewlett-Packard Company","hp server rp7400",0,f,430,489,302,789,454,578,500,1266,452,230,302,431,290,253,355,536,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01083.html
450,1158,"2014-11-17 00:06:04.965118","2014-11-17 00:06:04.965118",2002-09-01,"Hewlett-Packard Company","hp server rx2600   Itanium 2",0,f,1151,1151,953,2982,1653,1982,653,1473,1646,1734,1019,657,1190,722,775,630,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01844.html
451,1156,"2014-11-17 00:06:04.986418","2014-11-17 00:06:04.986418",2001-06-01,"Hewlett-Packard Company","hp server rx4610",0,f,701,701,596,1364,749,1019,321,1009,2356,844,649,508,832,323,567,342,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010522-00660.html
452,1155,"2014-11-17 00:06:05.006545","2014-11-17 00:06:05.006545",2001-06-01,"Hewlett-Packard Company","hp server rx4610",0,f,623,623,559,1345,718,952,297,898,1381,782,507,447,795,303,512,318,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010522-00666.html
453,1156,"2014-11-17 00:06:05.029027","2014-11-17 00:06:05.029027",2001-06-01,"Hewlett-Packard Company","hp server rx4610",0,f,545,653,336,1033,871,542,377,1335,1094,341,542,310,830,216,631,351,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010813-00793.html
454,1158,"2014-11-17 00:06:05.064776","2014-11-17 00:06:05.064776",2002-09-01,"Hewlett-Packard Company","hp server rx5670   Itanium 2",0,f,1151,1151,951,3133,1669,1997,653,1504,1512,1728,1033,643,1216,718,772,624,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01857.html
455,947,"2014-11-17 00:06:05.087680","2014-11-17 00:06:05.087680",2000-02-01,"Hewlett-Packard Company","hp visualize b2000 UNIX workstation",0,f,321,357,251,735,354,479,218,468,432,261,195,311,287,226,210,410,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00239.html
456,952,"2014-11-17 00:06:05.108146","2014-11-17 00:06:05.108146",2000-02-01,"Hewlett-Packard Company","hp visualize c3600 UNIX workstation",0,f,392,433,330,779,453,575,297,537,469,294,249,391,334,274,285,530,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00242.html
457,952,"2014-11-17 00:06:05.139776","2014-11-17 00:06:05.139776",2000-06-01,"Hewlett-Packard Company","hp visualize j6000 UNIX workstation",0,f,400,433,340,761,462,563,300,569,419,347,258,376,370,302,286,523,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00249.html
458,950,"2014-11-17 00:06:05.159912","2014-11-17 00:06:05.159912",2001-06-01,"Hewlett-Packard Company","hp workstation b2600",0,f,397,440,311,807,429,562,306,951,401,328,257,343,345,278,264,471,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00599.html
459,953,"2014-11-17 00:06:05.181503","2014-11-17 00:06:05.181503",2001-11-01,"Hewlett-Packard Company","hp workstation c3650",0,f,482,542,340,917,526,630,396,1301,577,368,336,435,378,321,338,543,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20011221-01154.html
460,955,"2014-11-17 00:06:05.202671","2014-11-17 00:06:05.202671",2001-07-01,"Hewlett-Packard Company","hp workstation c3700",0,f,526,576,439,779,529,649,451,1476,613,382,360,499,408,362,397,638,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00600.html
461,956,"2014-11-17 00:06:05.222666","2014-11-17 00:06:05.222666",2002-11-01,"Hewlett-Packard Company","hp workstation c3750",0,f,600,674,446,931,621,702,694,1603,670,413,430,553,448,404,471,696,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01708.html
462,1155,"2014-11-17 00:06:05.244730","2014-11-17 00:06:05.244730",2001-06-01,"Hewlett-Packard Company","hp workstation i2000",0,f,623,623,556,1345,718,952,298,897,1406,780,504,446,794,302,514,318,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010524-00676.html
463,1156,"2014-11-17 00:06:05.266153","2014-11-17 00:06:05.266153",2001-06-01,"Hewlett-Packard Company","hp workstation i2000",0,f,655,655,593,1370,749,1010,319,959,1421,805,531,476,819,320,551,339,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010524-00679.html
464,1156,"2014-11-17 00:06:05.285844","2014-11-17 00:06:05.285844",2001-06-01,"Hewlett-Packard Company","hp workstation i2000",0,f,526,610,344,1055,876,548,377,1235,840,325,513,272,841,220,618,350,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010910-00871.html
465,1155,"2014-11-17 00:06:05.387033","2014-11-17 00:06:05.387033",2001-06-01,"Hewlett-Packard Company","hp workstation i2000",0,f,494,577,311,1040,845,528,346,1143,787,310,476,253,815,207,568,326,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010910-00872.html
466,955,"2014-11-17 00:06:05.408441","2014-11-17 00:06:05.408441",2001-07-01,"Hewlett-Packard Company","hp workstation j6700",0,f,526,581,439,817,536,635,453,1414,593,384,359,493,424,365,396,634,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00609.html
467,956,"2014-11-17 00:06:05.428314","2014-11-17 00:06:05.428314",2002-11-01,"Hewlett-Packard Company","hp workstation j6750",0,f,580,651,439,854,565,652,697,1553,627,402,425,540,448,396,472,674,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021021-01737.html
468,1158,"2014-11-17 00:06:05.449736","2014-11-17 00:06:05.449736",2002-09-01,"Hewlett-Packard Company","hp workstation zx2000   Itanium 2",0,f,1050,0,905,2328,1389,1792,575,1803,1661,1576,780,571,1021,656,768,609,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01484.html
469,1158,"2014-11-17 00:06:05.471026","2014-11-17 00:06:05.471026",2002-09-01,"Hewlett-Packard Company","hp workstation zx2000   Itanium 2",0,f,1086,1086,928,2505,1514,1939,649,1435,1450,1594,935,634,1137,683,773,609,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01845.html
470,1158,"2014-11-17 00:06:05.525473","2014-11-17 00:06:05.525473",2002-09-01,"Hewlett-Packard Company","hp workstation zx6000   Itanium 2",0,f,1139,1139,947,3087,1633,1978,652,1417,1585,1675,1019,639,1201,715,772,615,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01850.html
471,758,"2014-11-17 00:06:05.547741","2014-11-17 00:06:05.547741",2005-04-01,"IBM Corporation","AMD Opteron",0,f,1389,1512,1834,2010,1271,1292,1502,2176,1986,1223,1618,981,1383,1212,641,1212,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04213.html
472,760,"2014-11-17 00:06:05.568764","2014-11-17 00:06:05.568764",2005-04-01,"IBM Corporation","AMD Opteron",0,f,1700,1821,2234,2439,1565,1619,1820,2710,2166,1531,2040,1179,1844,1512,769,1446,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04218.html
473,761,"2014-11-17 00:06:05.591146","2014-11-17 00:06:05.591146",2005-04-01,"IBM Corporation","AMD Opteron",0,f,1855,2016,2451,2489,1670,1731,1989,2983,2356,1622,2151,1465,2059,1614,836,1638,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050502-04052.html
474,765,"2014-11-17 00:06:05.611095","2014-11-17 00:06:05.611095",2005-07-01,"IBM Corporation",,0,f,1577,1727,1959,2326,1487,1501,1682,2571,2170,1478,1890,1085,1770,1365,617,1368,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050822-04522.html
475,970,"2014-11-17 00:06:05.630314","2014-11-17 00:06:05.630314",2003-07-01,"IBM Corporation","IBM IntelliStation POWER 275 Workstation   1 CPU",0,f,862,901,1089,1267,625,677,504,2163,1385,939,1074,621,1212,653,424,681,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02295.html
476,972,"2014-11-17 00:06:05.650263","2014-11-17 00:06:05.650263",2003-07-01,"IBM Corporation","IBM IntelliStation POWER 275 Workstation   1 CPU",0,f,1129,1180,1409,1461,837,805,705,3093,1971,1150,1457,882,1339,844,607,910,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02297.html
477,975,"2014-11-17 00:06:05.672210","2014-11-17 00:06:05.672210",2005-10-01,"IBM Corporation","IBM IntelliStation POWER 285 Workstation   1 CPU",0,f,2838,3027,2603,4049,2562,2362,1285,5890,15511,5867,2605,1396,5316,1719,840,1792,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04881.html
478,976,"2014-11-17 00:06:05.694264","2014-11-17 00:06:05.694264",2006-08-01,"IBM Corporation","IBM IntelliStation POWER 285 Workstation   1 CPU",0,f,3100,3324,3155,4296,2812,2530,1448,6897,15484,6402,2828,1558,5600,1822,924,1912,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06641.html
479,969,"2014-11-17 00:06:05.732394","2014-11-17 00:06:05.732394",2002-03-01,"IBM Corporation","IBM IntelliStation POWER Model 265",0,f,396,401,570,402,325,318,316,886,751,495,413,323,276,337,231,327,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020128-01227.html
480,1018,"2014-11-17 00:06:05.751275","2014-11-17 00:06:05.751275",2001-09-01,"IBM Corporation","IBM RS/6000 Model M80",0,f,359,376,506,293,201,240,289,717,1201,272,412,390,304,265,250,373,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010809-00786.html
481,701,"2014-11-17 00:06:05.773469","2014-11-17 00:06:05.773469",2006-09-01,"IBM Corporation","IBM System X 3105  TM  64 3500+",0,f,1700,1829,2466,2603,1563,1944,1750,2549,2060,1605,2270,1018,1917,1542,735,1166,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07369.html
482,775,"2014-11-17 00:06:05.793604","2014-11-17 00:06:05.793604",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1210",0,f,1546,1678,2116,2275,1318,1657,1442,2488,2235,1396,2021,1126,1735,1303,606,1212,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07352.html
483,776,"2014-11-17 00:06:05.813115","2014-11-17 00:06:05.813115",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1212",0,f,1705,1859,2351,2519,1465,1838,1498,2749,2475,1546,2234,1246,1918,1443,672,1346,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07367.html
484,777,"2014-11-17 00:06:05.831428","2014-11-17 00:06:05.831428",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1214",0,f,1806,1962,2463,2572,1561,1942,1752,2929,2526,1565,2360,1343,1942,1535,738,1445,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07363.html
