id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
584,969,"2014-11-17 00:03:21.272242","2014-11-17 00:03:21.272242",2000-10-01,"IBM Corporation","RS/6000 44P-170",,f,333,346,266,331,354,505,319,213,404,268,283,379,319,475,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020617-01420.html
585,967,"2014-11-17 00:03:21.291763","2014-11-17 00:03:21.291763",2000-02-01,"IBM Corporation","RS/6000 44P-270  1 CPU",,f,242,251,196,232,285,365,247,143,232,196,219,297,215,372,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000125-00040.html
586,967,"2014-11-17 00:03:21.311026","2014-11-17 00:03:21.311026",2000-02-01,"IBM Corporation","RS/6000 44P-270  1 CPU  4MB L2",,f,239,262,200,235,297,374,257,142,233,180,221,262,215,357,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00206.html
587,967,"2014-11-17 00:03:21.329897","2014-11-17 00:03:21.329897",2000-10-01,"IBM Corporation","RS/6000 44P-270  1 CPU  8MB L2",,f,247,273,196,251,297,486,257,144,233,181,222,268,220,356,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00212.html
588,969,"2014-11-17 00:03:21.348247","2014-11-17 00:03:21.348247",2001-10-01,"IBM Corporation","RS/6000 44P-270   8MBL2",,f,313,334,264,318,336,504,278,201,393,232,273,297,317,473,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011105-01115.html
589,1022,"2014-11-17 00:03:21.367204","2014-11-17 00:03:21.367204",2000-06-01,"IBM Corporation","RS/6000 Model 7026-F80  1 CPU",,f,225,234,218,267,243,228,231,174,184,175,184,217,262,393,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00083.html
590,1022,"2014-11-17 00:03:21.384544","2014-11-17 00:03:21.384544",2000-06-01,"IBM Corporation","RS/6000 Model 7026-H80  1 CPU",,f,225,234,218,267,243,228,231,174,184,175,184,217,262,393,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00082.html
591,1023,"2014-11-17 00:03:21.447291","2014-11-17 00:03:21.447291",2000-06-01,"IBM Corporation","RS/6000 Model 7026-M80  1 CPU",,f,264,275,241,319,275,378,256,198,204,195,201,244,322,457,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00087.html
592,967,"2014-11-17 00:03:21.468625","2014-11-17 00:03:21.468625",2000-08-01,"IBM Corporation","1 CPU",,f,229,252,184,233,268,441,235,134,225,165,198,250,207,337,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00145.html
593,967,"2014-11-17 00:03:21.486462","2014-11-17 00:03:21.486462",2000-02-01,"IBM Corporation","1 CPU",,f,248,260,192,244,289,463,249,143,232,197,220,303,214,375,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000125-00042.html
594,969,"2014-11-17 00:03:21.581881","2014-11-17 00:03:21.581881",2002-01-01,"IBM Corporation","1 CPU",,f,313,334,264,318,336,504,278,201,393,232,273,297,317,473,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020118-01213.html
595,758,"2014-11-17 00:03:21.637021","2014-11-17 00:03:21.637021",2003-10-01,"IBM Corporation","eServer 325  gcc  64-bit SuSE SLES8 Linux",,f,1115,1226,1026,966,1373,511,1751,971,1687,1300,1020,1284,1040,1047,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030823-02441.html
596,758,"2014-11-17 00:03:21.669389","2014-11-17 00:03:21.669389",2003-10-01,"IBM Corporation","eServer 325  gcc  64-bit SuSE SLES8 Linux",,f,1132,1239,1028,977,1386,539,1754,1001,1692,1305,1062,1284,1052,1056,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02465.html
597,760,"2014-11-17 00:03:21.772309","2014-11-17 00:03:21.772309",2004-05-01,"IBM Corporation","eServer 325 TM",,f,1346,1472,1449,1074,1612,559,2075,1140,1727,1488,1431,1863,1251,1243,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040525-03060.html
598,760,"2014-11-17 00:03:21.792882","2014-11-17 00:03:21.792882",2004-10-01,"IBM Corporation","eServer 326 TM",,f,1416,1584,1429,1180,1583,676,2067,1159,2033,1515,1460,1967,1332,1271,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041025-03456.html
599,192,"2014-11-17 00:03:21.812241","2014-11-17 00:03:21.812241",2003-07-01,"ION Computer Systems",I2X2,,f,926,926,864,881,1082,721,974,659,1164,954,666,1357,929,1118,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030709-02370.html
600,1213,"2014-11-17 00:03:21.849548","2014-11-17 00:03:21.849548",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard",,f,402,408,510,311,290,228,515,317,613,590,377,673,343,335,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00832.html
601,1213,"2014-11-17 00:03:21.869282","2014-11-17 00:03:21.869282",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard  1.0B GHz",,f,452,454,481,364,350,297,491,383,651,575,430,816,413,393,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03611.html
602,1213,"2014-11-17 00:03:21.888642","2014-11-17 00:03:21.888642",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard  1.0B GHz",,f,451,457,539,365,346,293,523,364,613,611,435,732,391,398,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00854.html
603,1214,"2014-11-17 00:03:21.908732","2014-11-17 00:03:21.908732",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard",,f,421,427,541,319,297,224,563,331,674,639,390,716,355,341,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00830.html
604,1229,"2014-11-17 00:03:21.928428","2014-11-17 00:03:21.928428",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard",,f,380,386,385,321,305,284,414,310,491,491,382,602,337,354,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00849.html
605,1231,"2014-11-17 00:03:21.950172","2014-11-17 00:03:21.950172",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard",,f,411,417,477,341,325,286,456,334,531,537,402,656,358,373,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010828-00852.html
606,1232,"2014-11-17 00:03:21.970196","2014-11-17 00:03:21.970196",2001-08-01,"Intel Corporation","Intel D815EEA2 motherboard",,f,421,428,444,347,327,291,480,342,573,565,418,680,371,381,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00834.html
607,1177,"2014-11-17 00:03:21.989722","2014-11-17 00:03:21.989722",2004-11-01,"Intel Corporation","Intel D925XECV2 motherboard 2.8E GHz",,f,1286,1290,945,862,1564,1325,1044,1113,1632,1491,1517,2271,937,1333,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03594.html
608,1179,"2014-11-17 00:03:22.019607","2014-11-17 00:03:22.019607",2004-11-01,"Intel Corporation","Intel D925XECV2 motherboard 3.0E GHz",,f,1365,1369,1008,908,1665,1358,1118,1184,1749,1593,1616,2403,988,1429,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03592.html
609,1182,"2014-11-17 00:03:22.040951","2014-11-17 00:03:22.040951",2004-11-01,"Intel Corporation","Intel D925XECV2 motherboard",,f,1666,1671,1275,1063,2045,1516,1408,1455,2214,1989,1999,2848,1180,1801,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03590.html
610,1199,"2014-11-17 00:03:22.064028","2014-11-17 00:03:22.064028",2006-06-01,"Intel Corporation","Intel D945GPM motherboard  Intel  R TM  D",,f,1477,1478,1005,1009,1715,1785,1119,1172,2002,1795,1676,2638,1113,1500,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06871.html
611,1227,"2014-11-17 00:03:22.084661","2014-11-17 00:03:22.084661",1999-11-01,"Intel Corporation","Intel OR840 motherboard",,f,336,0,363,284,320,262,370,294,295,431,322,554,307,319,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00019.html
612,1213,"2014-11-17 00:03:22.103883","2014-11-17 00:03:22.103883",2000-04-01,"Intel Corporation","Intel OR840",,f,438,442,505,334,399,290,522,360,486,596,442,710,386,382,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000718-00168.html
613,1224,"2014-11-17 00:03:22.125301","2014-11-17 00:03:22.125301",1999-11-01,"Intel Corporation","Intel SE440BX-2",,f,295,299,313,258,253,232,328,263,264,387,278,493,267,286,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00060.html
614,1226,"2014-11-17 00:03:22.145875","2014-11-17 00:03:22.145875",1999-11-01,"Intel Corporation","Intel SE440BX-2",,f,310,315,333,268,255,238,353,277,284,415,291,526,280,298,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00062.html
615,1228,"2014-11-17 00:03:22.165790","2014-11-17 00:03:22.165790",1999-12-01,"Intel Corporation","Intel SE440BX-2",,f,325,330,358,277,264,237,377,289,304,441,304,553,292,307,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00064.html
616,1229,"2014-11-17 00:03:22.186640","2014-11-17 00:03:22.186640",1999-12-01,"Intel Corporation","Intel SE440BX-2",,f,340,344,376,286,278,244,401,301,325,469,319,581,304,317,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00066.html
617,1220,"2014-11-17 00:03:22.253478","2014-11-17 00:03:22.253478",1999-03-01,"Intel Corporation","Intel SE440BX2 Motherboard",,f,211,213,172,148,169,206,193,191,277,254,229,323,196,234,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020311-01276.html
618,1221,"2014-11-17 00:03:22.275822","2014-11-17 00:03:22.275822",1999-03-01,"Intel Corporation","Intel SE440BX2 Motherboard",,f,231,233,190,161,185,215,215,209,308,281,249,355,214,255,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020225-01268.html
619,1213,"2014-11-17 00:03:22.300531","2014-11-17 00:03:22.300531",2000-03-01,"Intel Corporation","Intel VC820",,f,407,410,486,329,371,254,499,344,406,576,379,697,363,355,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00051.html
620,1213,"2014-11-17 00:03:22.320613","2014-11-17 00:03:22.320613",2000-03-01,"Intel Corporation","Intel VC820  1.0B GHz",,f,442,448,552,336,386,275,521,343,619,604,424,707,377,369,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00394.html
621,1225,"2014-11-17 00:03:22.341354","2014-11-17 00:03:22.341354",1999-11-01,"Intel Corporation","Intel VC820",,f,310,314,336,269,297,239,338,270,271,398,291,513,283,296,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00058.html
622,1227,"2014-11-17 00:03:22.445779","2014-11-17 00:03:22.445779",1999-11-01,"Intel Corporation","Intel VC820",,f,331,335,362,282,314,245,370,286,298,435,311,552,301,310,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00056.html
623,1229,"2014-11-17 00:03:22.466332","2014-11-17 00:03:22.466332",1999-11-01,"Intel Corporation","Intel VC820",,f,352,355,402,296,330,247,403,303,325,471,330,591,319,323,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00053.html
624,1229,"2014-11-17 00:03:22.487465","2014-11-17 00:03:22.487465",2000-03-01,"Intel Corporation","Intel VC820  800EB MHz",,f,380,386,440,303,336,268,421,301,496,494,374,598,330,334,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00391.html
625,1231,"2014-11-17 00:03:22.509934","2014-11-17 00:03:22.509934",2000-03-01,"Intel Corporation","Intel VC820",,f,400,407,466,315,351,270,455,315,538,531,392,635,346,346,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00395.html
626,1232,"2014-11-17 00:03:22.532672","2014-11-17 00:03:22.532672",2000-03-01,"Intel Corporation","Intel VC820",,f,423,429,503,328,367,274,490,332,581,569,412,675,363,360,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001122-00397.html
627,1213,"2014-11-17 00:03:22.553703","2014-11-17 00:03:22.553703",2000-03-01,"Intel Corporation","Intel VC820",,f,426,428,505,327,377,274,524,340,487,590,419,706,373,366,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00156.html
628,1216,"2014-11-17 00:03:22.575198","2014-11-17 00:03:22.575198",2000-07-01,"Intel Corporation","Intel VC820",,f,461,464,566,345,409,280,589,363,550,660,448,770,400,385,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000801-00172.html
629,1229,"2014-11-17 00:03:22.597050","2014-11-17 00:03:22.597050",1999-11-01,"Intel Corporation","Intel VC820",,f,368,371,409,295,338,269,422,298,389,482,369,597,327,333,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00165.html
630,1230,"2014-11-17 00:03:22.615401","2014-11-17 00:03:22.615401",2000-03-01,"Intel Corporation","Intel VC820",,f,366,367,434,281,320,245,445,293,414,502,364,604,320,314,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00163.html
631,1231,"2014-11-17 00:03:22.636226","2014-11-17 00:03:22.636226",2000-03-01,"Intel Corporation","Intel VC820",,f,388,390,446,306,352,271,457,313,422,518,387,634,342,344,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00161.html
632,1232,"2014-11-17 00:03:22.657371","2014-11-17 00:03:22.657371",2000-05-01,"Intel Corporation","Intel VC820",,f,407,410,468,318,366,274,490,328,454,555,405,670,358,356,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000704-00159.html
633,1531,"2014-11-17 00:03:22.676754","2014-11-17 00:03:22.676754",2005-02-01,"Intel Corporation","Intel R  D925XECV2 motherboard  Intel R R",,f,1715,1718,1208,1204,2058,2083,1335,1481,2083,1928,1922,2979,1297,1755,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050218-03882.html
634,166,"2014-11-17 00:03:22.698959","2014-11-17 00:03:22.698959",2005-02-01,"Intel(R) Corporation","IBM Thinkpad T43 Type 1871-48U R  M proce",,f,1302,1337,938,1123,1463,1155,1200,1132,1595,1404,1280,2120,1005,1603,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060117-05393.html
635,1184,"2014-11-17 00:03:22.719657","2014-11-17 00:03:22.719657",2006-06-01,"Intel(R) Corporation","Intel D945GPM motherboard  Intel  R TM  4",,f,1456,1456,998,997,1683,1747,1099,1147,1982,1753,1658,2583,1104,1493,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07210.html
636,1203,"2014-11-17 00:03:22.740319","2014-11-17 00:03:22.740319",2006-07-01,"Intel(R) Corporation","Intel R  D945GPM motherboard  Intel R TM",,f,1772,1774,1239,1197,2066,1999,1358,1407,2446,2167,2016,3136,1327,1835,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06888.html
637,1203,"2014-11-17 00:03:22.761227","2014-11-17 00:03:22.761227",2006-07-01,"Intel(R) Corporation","Intel R  D945GPM motherboard  Intel R TM",,f,1772,1774,1239,1197,2066,1999,1358,1407,2446,2167,2016,3136,1327,1835,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06824.html
638,1532,"2014-11-17 00:03:22.781311","2014-11-17 00:03:22.781311",2006-07-01,"Intel(R) Corporation","Intel R  D945GPM motherboard  Intel R TM",,f,1821,1822,1263,1240,2122,1984,1413,1447,2544,2231,2079,3172,1374,1922,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06883.html
639,1205,"2014-11-17 00:03:22.803982","2014-11-17 00:03:22.803982",2006-03-01,"Intel(R) Corporation","Intel R  D975XBX motherboard  R  pro",,f,1870,1869,1285,1283,2162,2322,1400,1478,2527,2261,2126,3330,1395,1898,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060417-05873.html
640,1101,"2014-11-17 00:03:22.823836","2014-11-17 00:03:22.823836",2006-07-01,"Intel(R) Corporation","Intel R  D975XBX motherboard  Intel R  Core TM  2",,f,3041,3048,1799,2188,3325,4854,2714,2273,3822,3584,3012,5060,2299,3326,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06487.html
641,1101,"2014-11-17 00:03:22.845479","2014-11-17 00:03:22.845479",2006-07-01,"Intel(R) Corporation","Intel R  D975XBX motherboard  Intel R  Core TM  2",,f,3029,3040,1815,2185,3319,4824,2711,2265,3825,3598,3011,5029,2210,3321,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06490.html
642,1204,"2014-11-17 00:03:22.866340","2014-11-17 00:03:22.866340",2006-01-01,"Intel(R) Corporation","Intel R  D975XBX motherboard  Intel R R",,f,1706,1713,1185,1170,2035,2155,1269,1459,2180,2073,1905,2932,1225,1747,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060321-05809.html
643,1205,"2014-11-17 00:03:22.886232","2014-11-17 00:03:22.886232",2006-03-01,"Intel(R) Corporation","Intel R  D975XBX motherboard  Intel R R",,f,1831,1828,1269,1246,2178,2235,1364,1564,2347,2220,2039,3109,1389,1881,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060321-05805.html
644,1205,"2014-11-17 00:03:22.952137","2014-11-17 00:03:22.952137",2006-11-01,"Intel(R) Corporation","Intel R  D975XBX2 motherboard   Intel R TM",,f,1854,1854,1278,1269,2140,2283,1389,1457,2504,2224,2113,3308,1401,1883,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08044.html
645,1115,"2014-11-17 00:03:22.972533","2014-11-17 00:03:22.972533",2006-11-01,"Intel(R) Corporation","Intel R  D975XBX2 motherboard  Intel R  Core TM  2",,f,2815,2815,1642,2080,3064,4694,2437,2082,3454,3298,2767,4852,2130,3044,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08052.html
646,1101,"2014-11-17 00:03:23.008500","2014-11-17 00:03:23.008500",2006-11-01,"Intel(R) Corporation","Intel R  D975XBX2 motherboard  Intel R  Core TM  2",,f,3034,3040,1776,2217,3308,4927,2663,2244,3741,3564,2987,5237,2309,3297,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08049.html
647,1066,"2014-11-17 00:03:23.033359","2014-11-17 00:03:23.033359",2007-01-01,"Intel(R) Corporation","Intel R  DG965SS motherboard  Intel R  Core TM  2 D",,f,1821,0,1106,1318,2036,2524,1638,1354,2325,2154,1923,3199,1275,2034,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08386.html
648,1194,"2014-11-17 00:03:23.055261","2014-11-17 00:03:23.055261",2006-11-01,"Intel(R) Corporation","Intel R  DG965SS motherboard  Intel R TM",,f,1236,0,912,784,1456,1102,1014,984,1825,1600,1496,2182,881,1329,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08384.html
649,1069,"2014-11-17 00:03:23.084836","2014-11-17 00:03:23.084836",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,1934,1937,1165,1429,2151,2688,1732,1429,2426,2287,2056,3390,1389,2134,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08475.html
650,1069,"2014-11-17 00:03:23.206346","2014-11-17 00:03:23.206346",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,1933,1937,1161,1429,2148,2697,1727,1430,2424,2283,2052,3384,1400,2133,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06874.html
651,1069,"2014-11-17 00:03:23.231819","2014-11-17 00:03:23.231819",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,1909,1912,1160,1369,2141,2575,1716,1416,2433,2283,2038,3341,1381,2111,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07202.html
652,1071,"2014-11-17 00:03:23.251461","2014-11-17 00:03:23.251461",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,2170,2174,1322,1590,2423,2874,1964,1613,2760,2588,2294,3780,1565,2432,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08479.html
653,1071,"2014-11-17 00:03:23.271815","2014-11-17 00:03:23.271815",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,2185,2190,1318,1603,2438,2909,1977,1624,2777,2605,2313,3807,1580,2445,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06820.html
654,1073,"2014-11-17 00:03:23.290239","2014-11-17 00:03:23.290239",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2 D",,f,2559,2563,1487,1889,2785,4329,2214,1879,3106,2973,2571,4454,1934,2736,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08483.html
655,1074,"2014-11-17 00:03:23.310364","2014-11-17 00:03:23.310364",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,2801,2804,1643,2024,3074,4553,2446,2072,3452,3293,2807,4856,2123,3000,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08487.html
656,1074,"2014-11-17 00:03:23.332306","2014-11-17 00:03:23.332306",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,2842,2848,1648,2090,3096,4723,2476,2095,3473,3318,2840,4927,2160,3057,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06817.html
657,1197,"2014-11-17 00:03:23.351792","2014-11-17 00:03:23.351792",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R TM",,f,1424,1424,969,980,1639,1878,1051,1112,1894,1698,1612,2565,1078,1421,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08459.html
658,1101,"2014-11-17 00:03:23.371218","2014-11-17 00:03:23.371218",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,3099,3109,1786,2268,3383,5044,2723,2296,3818,3641,3076,5343,2363,3361,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06483.html
659,1101,"2014-11-17 00:03:23.390465","2014-11-17 00:03:23.390465",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R  Core TM  2",,f,3106,3111,1822,2270,3385,5050,2723,2297,3820,3643,3078,5352,2366,3363,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06853.html
660,1199,"2014-11-17 00:03:23.409354","2014-11-17 00:03:23.409354",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R TM",,f,1519,1519,1037,1045,1752,1959,1128,1189,2031,1819,1718,2729,1148,1524,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08463.html
661,1200,"2014-11-17 00:03:23.442482","2014-11-17 00:03:23.442482",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R TM",,f,1614,1614,1106,1108,1864,2044,1203,1266,2167,1939,1825,2895,1218,1627,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08467.html
662,1202,"2014-11-17 00:03:23.462780","2014-11-17 00:03:23.462780",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R TM",,f,1705,1705,1173,1168,1973,2112,1277,1340,2302,2055,1927,3050,1284,1728,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08455.html
663,1203,"2014-11-17 00:03:23.480271","2014-11-17 00:03:23.480271",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R TM",,f,1796,1795,1240,1228,2080,2182,1353,1415,2438,2174,2029,3203,1350,1830,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08471.html
664,1205,"2014-11-17 00:03:23.497411","2014-11-17 00:03:23.497411",2006-07-01,"Intel(R) Corporation","Intel R  DG965WH motherboard  Intel R R",,f,1870,1872,1292,1279,2165,2293,1407,1461,2524,2257,2139,3332,1413,1893,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06846.html
665,1122,"2014-11-17 00:03:23.515902","2014-11-17 00:03:23.515902",2006-02-01,"Intel(R) Corporation","Lenovo Thinkpad T60 Type 1951-IXU  Intel R  Core",,f,1385,1389,961,1128,1594,1744,1122,1153,1645,1480,1340,2208,1035,1707,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05375.html
666,1125,"2014-11-17 00:03:23.535417","2014-11-17 00:03:23.535417",2006-02-01,"Intel(R) Corporation","Lenovo Thinkpad T60 Type 1951-IXU  Intel R  Core",,f,1748,1754,1243,1391,2025,1971,1453,1460,2130,1905,1703,2766,1305,2222,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05370.html
667,759,"2014-11-17 00:03:23.552625","2014-11-17 00:03:23.552625",2004-01-01,"PathScale; Inc.","ASUS SK8N Motherboard TM  Model 248",,f,1338,1452,1295,1086,1522,779,1894,1041,1610,1511,1258,2207,1244,1195,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040419-02982.html
668,1217,"2014-11-17 00:03:23.578328","2014-11-17 00:03:23.578328",2002-09-01,RLX,1200i,,f,564,575,650,455,611,289,640,446,700,701,502,967,521,557,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020927-01701.html
669,1229,"2014-11-17 00:03:23.606120","2014-11-17 00:03:23.606120",2002-03-01,RLX,800i,,f,427,435,446,367,467,273,433,356,467,488,398,701,403,444,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020927-01699.html
670,1398,"2014-11-17 00:03:23.632195","2014-11-17 00:03:23.632195",2000-06-01,SGI,,,f,277,298,204,319,277,392,304,242,326,221,183,261,286,402,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000604-00117.html
671,1397,"2014-11-17 00:03:23.654142","2014-11-17 00:03:23.654142",2000-06-01,SGI,,,f,280,289,196,316,275,409,290,237,308,211,182,391,275,391,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010308-00510.html
672,1400,"2014-11-17 00:03:23.676506","2014-11-17 00:03:23.676506",2001-07-01,SGI,,,f,397,412,266,460,367,607,409,342,433,305,242,569,404,552,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010716-00753.html
673,1399,"2014-11-17 00:03:23.697649","2014-11-17 00:03:23.697649",2000-06-01,SGI,,,f,320,347,226,384,313,563,334,283,360,246,204,294,334,451,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000509-00095.html
674,191,"2014-11-17 00:03:23.723512","2014-11-17 00:03:23.723512",2003-06-01,SGI,"SGI Altix 3000   Itanium 2",,f,875,875,790,836,1039,710,907,615,1087,889,695,1263,855,1027,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02241.html
675,191,"2014-11-17 00:03:23.788670","2014-11-17 00:03:23.788670",2003-06-01,SGI,"SGI Altix 3000   Itanium 2",,f,1019,0,809,845,1105,1106,1041,773,1314,1020,763,1613,965,1178,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031229-02701.html
676,193,"2014-11-17 00:03:23.811852","2014-11-17 00:03:23.811852",2003-06-01,SGI,"SGI Altix 3000   Itanium 2",,f,1077,1077,909,1039,1248,1301,1046,770,1252,1064,778,1554,1034,1190,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02232.html
677,193,"2014-11-17 00:03:23.837499","2014-11-17 00:03:23.837499",2003-06-01,SGI,"SGI Altix 3000   Itanium 2",,f,1243,0,918,1056,1337,1961,1195,946,1470,1192,849,1981,1170,1368,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02469.html
